1. After linking with hexagon
id=18994870, custId=095743a9-3d6e-4083-a5fd-ef71ca43d672, eventTimestamp=2016-07-01T06:30:42.264+03:00, lon=-71.0842, hexagonId=209, polygonId=6, lat=42.3523
id=18996608, custId=5fafc32a-6feb-4542-af8b-5e3b0a5a9113, eventTimestamp=2016-07-01T06:37:30.052+03:00, lon=-71.0565, hexagonId=225, polygonId=9, lat=42.3593
id=18995563, custId=4bf3a630-0f82-47b1-90a2-135080a3657c, eventTimestamp=2016-07-01T06:33:34.690+03:00, lon=-71.0571, hexagonId=79, polygonId=6, lat=42.3503
id=18995845, custId=b7301d8c-0fa6-47bd-b386-843019c7a6e7, eventTimestamp=2016-07-01T06:34:50.717+03:00, lon=-71.2371, hexagonId=null, polygonId=null, lat=42.3667
id=18995580, custId=d381cac6-032c-4e1d-a07f-e17ebc16c305, eventTimestamp=2016-07-01T06:33:40.727+03:00, lon=-71.0999, hexagonId=208, polygonId=6, lat=42.3341
id=18997057, custId=eef7f197-f723-492e-8762-2b8b40489768, eventTimestamp=2016-07-01T06:39:31.008+03:00, lon=-71.0781, hexagonId=73, polygonId=7, lat=42.3665
id=18996697, custId=3b2bba55-bf31-47c3-ae3b-26b2ca1a7a8f, eventTimestamp=2016-07-01T06:37:54.673+03:00, lon=-71.0764, hexagonId=218, polygonId=7, lat=42.3833
id=18994988, custId=5329efb0-c54a-4018-93f5-566d05802c22, eventTimestamp=2016-07-01T06:31:05.196+03:00, lon=-71.0571, hexagonId=79, polygonId=6, lat=42.3503
id=18994749, custId=ebd33067-a3a1-44aa-aea5-9b75114202c1, eventTimestamp=2016-07-01T06:30:17.056+03:00, lon=-71.1477, hexagonId=185, polygonId=5, lat=42.3536
id=18996569, custId=698fda0a-34df-4d02-b3ce-1253a7b627a0, eventTimestamp=2016-07-01T06:37:19.414+03:00, lon=-71.0216, hexagonId=94, polygonId=9, lat=42.3652
id=18995568, custId=4112b0d0-e1ef-4f45-afde-3077770ced81, eventTimestamp=2016-07-01T06:33:37.293+03:00, lon=-71.0571, hexagonId=79, polygonId=6, lat=42.3503
id=18995493, custId=5fc17443-dcc3-4bda-99ed-0934053741cf, eventTimestamp=2016-07-01T06:33:13.182+03:00, lon=-71.0055, hexagonId=null, polygonId=null, lat=42.389
id=18996759, custId=316a51eb-068d-43c2-9e0a-ddfd3ee1095b, eventTimestamp=2016-07-01T06:38:11.643+03:00, lon=-71.1571, hexagonId=185, polygonId=5, lat=42.3491
id=18996055, custId=4e56a5a2-b101-4bba-83c2-7c809a46329a, eventTimestamp=2016-07-01T06:35:44.147+03:00, lon=-71.0544, hexagonId=225, polygonId=9, lat=42.3586
id=18994842, custId=96bbc258-7a0c-4ea1-808e-c62b8ffe3f07, eventTimestamp=2016-07-01T06:30:36.810+03:00, lon=-71.0353, hexagonId=93, polygonId=11, lat=42.3469
id=18995525, custId=2ddd25a1-240a-4dc9-b5f0-be3f2e15225b, eventTimestamp=2016-07-01T06:33:22.078+03:00, lon=-71.0764, hexagonId=71, polygonId=8, lat=42.3207
id=18996030, custId=9a555ad2-44a1-4d3b-9cae-b241daafb19f, eventTimestamp=2016-07-01T06:35:36.798+03:00, lon=-71.0382, hexagonId=86, polygonId=11, lat=42.3488
id=18994928, custId=f7c1311d-fff8-4ed9-8ac2-34492d80f1b6, eventTimestamp=2016-07-01T06:30:53.616+03:00, lon=-71.1192, hexagonId=60, polygonId=3, lat=42.3951
id=18995226, custId=e0e03544-1a78-47aa-91c6-ae9405f37755, eventTimestamp=2016-07-01T06:32:04.701+03:00, lon=-71.1013, hexagonId=210, polygonId=7, lat=42.3793
id=18994698, custId=8abf9b53-a3d3-430c-bbff-71d81b36e459, eventTimestamp=2016-07-01T06:30:06.958+03:00, lon=-71.0753, hexagonId=72, polygonId=6, lat=42.3493
id=18996882, custId=b7873130-4860-43dd-a453-76cdbf94c042, eventTimestamp=2016-07-01T06:38:48.176+03:00, lon=-71.0685, hexagonId=217, polygonId=6, lat=42.351
id=18996731, custId=65f2cd64-25e0-436c-b3ab-4345f1314abe, eventTimestamp=2016-07-01T06:38:04.057+03:00, lon=-71.0503, hexagonId=225, polygonId=9, lat=42.36
id=18996428, custId=26a4eafb-197d-4dcb-985d-e1e71a968f86, eventTimestamp=2016-07-01T06:36:43.161+03:00, lon=-71.0652, hexagonId=79, polygonId=6, lat=42.3488
id=18994840, custId=6aba8232-eb52-4ab9-be5a-fa692864f033, eventTimestamp=2016-07-01T06:30:36.624+03:00, lon=-71.0675, hexagonId=79, polygonId=6, lat=42.3419
id=18995283, custId=9dd52164-e4f0-4e34-a080-167aa8f6919a, eventTimestamp=2016-07-01T06:32:20.078+03:00, lon=-71.1763, hexagonId=36, polygonId=2, lat=42.3209
id=18995832, custId=41f2fbec-4e24-44a4-a17a-a403d62f3e58, eventTimestamp=2016-07-01T06:34:46.750+03:00, lon=-71.1121, hexagonId=66, polygonId=7, lat=42.3752
id=18996990, custId=b1476b8c-657f-40f7-9bed-b43b6b8031b3, eventTimestamp=2016-07-01T06:39:13.738+03:00, lon=-71.1923, hexagonId=168, polygonId=2, lat=42.3293
id=18995294, custId=2d25e270-179d-11e5-9979-a9787b326421, eventTimestamp=2016-07-01T06:32:22.014+03:00, lon=-71.0182, hexagonId=94, polygonId=9, lat=42.3678
id=18995428, custId=2cad8597-f2b6-46c5-b0cf-b5fae7db69db, eventTimestamp=2016-07-01T06:32:56.474+03:00, lon=-71.0571, hexagonId=79, polygonId=6, lat=42.3503
id=18994848, custId=48bae21d-6207-4ada-a710-47ad97ca06a7, eventTimestamp=2016-07-01T06:30:38.088+03:00, lon=-71.1425, hexagonId=53, polygonId=3, lat=42.3954
id=18994716, custId=f88ceb3a-9dbf-41f7-8e0d-24dc2d26bec5, eventTimestamp=2016-07-01T06:30:09.262+03:00, lon=-71.101, hexagonId=66, polygonId=7, lat=42.3638
id=18994694, custId=f7b2ce5b-adce-49de-89ee-2e223bd1f32a, eventTimestamp=2016-07-01T06:30:06.196+03:00, lon=-71.0578, hexagonId=225, polygonId=9, lat=42.3629
id=18995133, custId=0af4018e-75d6-4b9d-8b87-07bd0df87806, eventTimestamp=2016-07-01T06:31:43.199+03:00, lon=-71.0533, hexagonId=85, polygonId=11, lat=42.3189
id=18996087, custId=f3bab5c5-4e31-4315-9743-73204a80f03a, eventTimestamp=2016-07-01T06:35:49.646+03:00, lon=-71.1119, hexagonId=64, polygonId=4, lat=42.3103
id=18995259, custId=0318b72d-f8d5-4229-a943-fa652c574e70, eventTimestamp=2016-07-01T06:32:10.077+03:00, lon=-71.0952, hexagonId=64, polygonId=4, lat=42.3145
id=18996573, custId=9c266b82-dda1-45d3-8480-69fe09a5f9cd, eventTimestamp=2016-07-01T06:37:20.457+03:00, lon=-71.1507, hexagonId=51, polygonId=5, lat=42.3489
id=18995190, custId=e8afea2f-27d0-4eec-a003-30815e9e0e4f, eventTimestamp=2016-07-01T06:31:58.881+03:00, lon=-71.1486, hexagonId=185, polygonId=5, lat=42.3559


2. Before linking with hexagon

id=18996896, custId=a42ca43a-c6a7-4c93-834c-f98470cdcc07, eventTimestamp=2016-07-01T06:38:51.210+03:00, lon=-71.1392, lat=42.3409
id=18994722, custId=a00c7717-2df6-4a09-a678-4ae7dab07573, eventTimestamp=2016-07-01T06:30:11.322+03:00, lon=-71.0579, lat=42.3586
id=18995467, custId=289bf8b9-0b24-43ac-adde-89acb39e65f3, eventTimestamp=2016-07-01T06:33:05.352+03:00, lon=-71.0538, lat=42.3585
id=18995156, custId=85ceae67-3b6f-4075-a82c-d53470e38bff, eventTimestamp=2016-07-01T06:31:48.563+03:00, lon=-71.0806, lat=42.3135
id=18996249, custId=d12e674d-fd9c-4719-9c46-f953b882a23b, eventTimestamp=2016-07-01T06:36:12.232+03:00, lon=-71.0527, lat=42.3564
id=18994979, custId=3fea44f6-c77f-4e0e-86c6-e07586b35d8e, eventTimestamp=2016-07-01T06:31:03.784+03:00, lon=-71.0944, lat=42.3303
id=18995911, custId=bcc644e0-6d3d-4a97-aeae-356adbb66214, eventTimestamp=2016-07-01T06:35:05.144+03:00, lon=-71.0538, lat=42.3424
id=18995006, custId=cd19f253-35fe-494d-ad72-6d4057c1c2ca, eventTimestamp=2016-07-01T06:31:10.857+03:00, lon=-71.0956, lat=42.3188
id=18995312, custId=4d7a56f2-192c-4542-b09c-73c62082dc33, eventTimestamp=2016-07-01T06:32:27.983+03:00, lon=-71.0698, lat=42.3483
id=18994907, custId=47352cd2-1557-4786-a3f4-b0af04959591, eventTimestamp=2016-07-01T06:30:50.136+03:00, lon=-71.0435, lat=42.2862
id=18994676, custId=8c06e4a3-4dbe-4142-8045-399c9853f991, eventTimestamp=2016-07-01T06:30:01.744+03:00, lon=-71.0555, lat=42.3289
id=18995657, custId=e6b66f9b-3c7a-4919-83a0-864d397d0966, eventTimestamp=2016-07-01T06:33:56.992+03:00, lon=-71.1209, lat=42.3427
id=18995502, custId=188aa5a9-2374-4cdd-b069-6225e52ca872, eventTimestamp=2016-07-01T06:33:15.422+03:00, lon=-71.0775, lat=42.3501
